trip_id,dispatched_at,en_route_at,arrived_at,actual_travel_duration_sec,arrival_source,distance_km,google_eta_sec,google_eta_captured_at,city,locality,sector,service_area,service_category,hour,day_of_week,is_weekend,weather_condition,temperature_c,rain_mm,visibility_km,traffic_level,provider_availability_count,demand_level,surge_multiplier,estimated_wait_before_dispatch_sec,quality_score,validation_status,validation_flags,is_synthetic,is_training_eligible
SYN-ETA-006792,2024-03-01T22:07:04,2024-03-01T22:07:10.200000,2024-03-01T22:13:16.600000,366.4,gps_geofence,3.41,321.2,2024-03-01T22:07:04,Delhi,Vasant Vihar,Sector 42,Delhi-Vasant Vihar,Cleaning,22,4,0,cloudy,41.5,0.0,8.0,LOW,9,NORMAL,1.0,6.2,0.928,PASS,none,True,False
SYN-ETA-006793,2024-05-11T09:36:23,2024-05-11T09:36:25.400000,2024-05-11T09:55:14.300000,1128.9,job_start,5.17,965.4,2024-05-11T09:36:23,Gurugram,DLF Park Place,Sector 51,Gurugram-DLF Park Place,Electrical,9,5,1,partly_cloudy,31.7,0.0,8.0,HIGH,6,LOW,1.0,2.4,0.616,PASS,none,True,False
SYN-ETA-006794,2024-06-16T10:22:54,2024-06-16T10:24:50.600000,2024-06-16T10:32:10.400000,439.8,job_start,1.85,370.6,2024-06-16T10:22:54,Delhi,Greater Kailash,Sector 44,Delhi-Greater Kailash,Plumbing,10,6,1,rain,28.8,13.2,2.5,HIGH,9,HIGH,1.2,116.6,0.906,PASS,none,True,False
SYN-ETA-006795,2024-05-13T20:27:28,2024-05-13T20:27:29.600000,2024-05-13T20:49:29.900000,1320.3,job_start,7.08,1121.0,2024-05-13T20:27:28,Delhi,Jor Bagh,Sector 50,Delhi-Jor Bagh,Deep Cleaning,20,0,0,partly_cloudy,40.6,0.0,8.0,HIGH,6,HIGH,1.2,1.6,0.79,PASS,none,True,False
SYN-ETA-006796,2024-01-14T19:44:48,2024-01-14T19:44:50.200000,2024-01-14T20:04:11,1160.8,gps_geofence,5.45,1072.6,2024-01-14T19:44:48,Gurugram,DLF The Camellias,Sector 62,Gurugram-DLF The Camellias,Deep Cleaning,19,6,1,clear,18.5,0.0,10.0,HIGH,7,NORMAL,1.0,2.2,0.662,PASS,none,True,False
SYN-ETA-006797,2024-04-25T20:58:44,2024-04-25T20:59:49.100000,2024-04-25T21:23:44.200000,1435.1,gps_geofence,2.51,937.0,2024-04-25T20:58:44,Delhi,Hauz Khas,Sector 42,Delhi-Hauz Khas,Cleaning,20,3,0,dust,38.0,0.0,2.5,SEVERE,6,HIGH,1.2,65.1,0.803,PASS,none,True,False
SYN-ETA-006798,2024-02-24T18:14:13,2024-02-24T18:14:21.100000,2024-02-24T18:36:52,1350.9,gps_geofence,4.35,1043.8,2024-02-24T18:14:13,Gurugram,Cyber City,Sector 44,Gurugram-Cyber City,Electrical,18,5,1,fog,21.7,0.0,2.5,HIGH,4,HIGH,1.2,8.1,0.78,PASS,none,True,False
SYN-ETA-006799,2024-02-02T19:15:51,2024-02-02T19:15:54.400000,2024-02-02T19:35:09.300000,1154.9,gps_geofence,6.51,1001.2,2024-02-02T19:15:51,Noida,Sector 100,Sector 93,Noida-Sector 100,AC Service,19,4,0,fog,18.0,0.0,2.5,MODERATE,7,NORMAL,1.0,3.4,0.613,PASS,none,True,False
SYN-ETA-006800,2024-04-25T17:34:42,2024-04-25T17:34:46.300000,2024-04-25T18:09:08.600000,2062.3,gps_geofence,9.24,1527.8,2024-04-25T17:34:42,Delhi,Hauz Khas,Sector 55,Delhi-Hauz Khas,Pest Control,17,3,0,cloudy,41.7,0.0,8.0,HIGH,10,NORMAL,1.0,4.3,0.824,PASS,none,True,False
SYN-ETA-006801,2024-05-09T09:07:14,2024-05-09T09:07:24.900000,2024-05-09T09:43:37.700000,2172.8,gps_geofence,9.23,1654.5,2024-05-09T09:07:14,Gurugram,Sushant Lok,Sector 45,Gurugram-Sushant Lok,Electrical,9,3,0,clear,40.4,0.0,10.0,HIGH,6,LOW,1.0,10.9,0.737,PASS,none,True,False
SYN-ETA-006802,2024-04-17T16:15:21,2024-04-17T16:15:29.200000,2024-04-17T16:22:27.700000,418.5,gps_geofence,3.64,348.4,2024-04-17T16:15:21,Noida,Sector 62,Sector 43,Noida-Sector 62,Plumbing,16,2,0,cloudy,33.0,0.0,8.0,LOW,6,HIGH,1.2,8.2,0.898,PASS,none,True,False
SYN-ETA-006803,2024-06-27T18:38:44,2024-06-27T18:39:07.200000,2024-06-27T19:02:21.200000,1394.0,gps_geofence,4.15,783.1,2024-06-27T18:38:44,Delhi,Hauz Khas,Sector 93,Delhi-Hauz Khas,Electrical,18,3,0,rain,27.8,6.3,2.5,HIGH,9,HIGH,1.2,23.2,0.672,PASS,none,True,False
SYN-ETA-006804,2024-06-13T10:16:00,2024-06-13T10:16:34.600000,2024-06-13T10:40:10.700000,1416.1,gps_geofence,2.76,831.8,2024-06-13T10:16:00,Delhi,South Delhi,Sector 93,Delhi-South Delhi,Beauty/Salon,10,3,0,rain,31.5,15.6,2.5,SEVERE,9,HIGH,1.2,34.6,0.705,PASS,none,True,False
SYN-ETA-006805,2024-04-12T19:40:35,2024-04-12T19:40:42.100000,2024-04-12T19:49:40.600000,538.5,job_start,2.17,407.4,2024-04-12T19:40:35,Gurugram,DLF The Belaire,Sector 42,Gurugram-DLF The Belaire,Plumbing,19,4,0,cloudy,36.0,0.0,8.0,HIGH,7,NORMAL,1.0,7.1,0.661,PASS,none,True,False
SYN-ETA-006806,2024-02-08T16:48:37,2024-02-08T16:48:45,2024-02-08T16:59:43,658.0,job_start,5.95,555.4,2024-02-08T16:48:37,Gurugram,Sector 43,Sector 75,Gurugram-Sector 43,Carpentry,16,3,0,partly_cloudy,7.4,0.0,8.0,LOW,4,HIGH,1.2,8.0,0.826,PASS,none,True,False
SYN-ETA-006807,2024-05-22T21:55:24,2024-05-22T21:55:26.900000,2024-05-22T22:15:57.900000,1231.0,gps_geofence,2.93,960.4,2024-05-22T21:55:24,Gurugram,DLF The Magnolias,Sector 42,Gurugram-DLF The Magnolias,Cleaning,21,2,0,partly_cloudy,37.2,0.0,8.0,SEVERE,5,LOW,1.0,2.9,0.965,PASS,none,True,False
SYN-ETA-006808,2024-05-13T11:36:57,2024-05-13T11:37:39.100000,2024-05-13T12:00:21.600000,1362.5,job_start,5.66,966.4,2024-05-13T11:36:57,Noida,Sector 93A,Sector 52,Noida-Sector 93A,General Handyman,11,0,0,partly_cloudy,40.1,0.0,8.0,HIGH,4,VERY_HIGH,1.5,42.1,0.896,PASS,none,True,False
SYN-ETA-006809,2024-05-03T19:15:36,2024-05-03T19:15:45.200000,2024-05-03T19:34:17.100000,1111.9,gps_geofence,4.15,824.3,2024-05-03T19:15:36,Noida,Sector 52,Sector 75,Noida-Sector 52,AC Service,19,4,0,dust,34.2,0.0,2.5,HIGH,3,VERY_HIGH,1.5,9.2,0.685,PASS,none,True,False
SYN-ETA-006810,2024-02-26T21:36:44,2024-02-26T21:36:51.600000,2024-02-26T21:46:29.700000,578.1,job_start,3.92,454.0,2024-02-26T21:36:44,Noida,Sector 62,Sector 43,Noida-Sector 62,AC Service,21,0,0,partly_cloudy,21.5,0.0,8.0,MODERATE,7,HIGH,1.2,7.6,0.888,PASS,none,True,False
SYN-ETA-006811,2024-05-11T10:04:33,2024-05-11T10:04:59,2024-05-11T10:19:46.300000,887.3,job_start,6.92,784.1,2024-05-11T10:04:33,Gurugram,Sector 44,Sector 44,Gurugram-Sector 44,AC Service,10,5,1,partly_cloudy,36.9,0.0,8.0,MODERATE,2,VERY_HIGH,1.5,26.0,0.753,PASS,none,True,False
SYN-ETA-006812,2024-06-27T09:35:37,2024-06-27T09:35:50.700000,2024-06-27T09:52:51.400000,1020.7,gps_geofence,4.16,726.4,2024-06-27T09:35:37,Gurugram,Sector 44,Sector 93,Gurugram-Sector 44,Beauty/Salon,9,3,0,partly_cloudy,25.6,0.0,8.0,HIGH,7,NORMAL,1.0,13.7,0.949,PASS,none,True,False
SYN-ETA-006813,2024-06-05T10:41:44,2024-06-05T10:42:04.900000,2024-06-05T10:59:17.800000,1032.9,gps_geofence,2.98,611.3,2024-06-05T10:41:44,Delhi,Hauz Khas,Sector 62,Delhi-Hauz Khas,Electrical,10,2,0,heavy_rain,29.8,14.2,2.5,HIGH,3,NORMAL,1.0,20.9,0.706,PASS,none,True,False
SYN-ETA-006814,2024-01-27T19:53:14,2024-01-27T19:53:20.800000,2024-01-27T20:10:47.700000,1046.9,gps_geofence,4.85,867.1,2024-01-27T19:53:14,Noida,Sector 50,Sector 55,Noida-Sector 50,Carpentry,19,5,1,clear,16.4,0.0,10.0,HIGH,4,NORMAL,1.0,6.8,0.858,PASS,none,True,False
SYN-ETA-006815,2024-03-26T09:20:12,2024-03-26T09:20:14.200000,2024-03-26T09:36:19.500000,965.3,gps_geofence,4.15,781.3,2024-03-26T09:20:12,Delhi,Malviya Nagar,Sector 45,Delhi-Malviya Nagar,Cleaning,9,1,0,partly_cloudy,36.4,0.0,8.0,HIGH,10,HIGH,1.2,2.2,0.686,PASS,none,True,False
SYN-ETA-006816,2024-01-03T10:12:40,2024-01-03T10:13:52.300000,2024-01-03T10:27:47.300000,835.0,gps_geofence,3.04,551.8,2024-01-03T10:12:40,Gurugram,DLF The Camellias,Sector 43,Gurugram-DLF The Camellias,Cleaning,10,2,0,partly_cloudy,11.6,0.0,8.0,HIGH,7,HIGH,1.2,72.3,0.543,PASS,none,True,False
SYN-ETA-006817,2024-01-01T09:05:11,2024-01-01T09:05:20.800000,2024-01-01T09:53:55.100000,2914.3,gps_geofence,4.25,1799.2,2024-01-01T09:05:11,Noida,Sector 50,Sector 42,Noida-Sector 50,Plumbing,9,0,0,fog,12.8,0.0,2.5,SEVERE,6,NORMAL,1.0,9.8,0.983,PASS,none,True,False
SYN-ETA-006818,2024-01-19T12:11:42,2024-01-19T12:11:43.700000,2024-01-19T12:24:44.400000,780.7,gps_geofence,5.19,643.0,2024-01-19T12:11:42,Delhi,South Delhi,Sector 93,Delhi-South Delhi,Appliance Repair,12,4,0,partly_cloudy,20.3,0.0,8.0,MODERATE,4,NORMAL,1.0,1.7,0.787,PASS,none,True,False
SYN-ETA-006819,2024-05-05T21:33:09,2024-05-05T21:33:17.900000,2024-05-05T22:07:16.200000,2038.3,job_start,7.7,1424.2,2024-05-05T21:33:09,Gurugram,DLF The Camellias,Sector 55,Gurugram-DLF The Camellias,Carpentry,21,6,1,partly_cloudy,44.3,0.0,8.0,HIGH,5,LOW,1.0,8.9,0.841,PASS,none,True,False
SYN-ETA-006820,2024-01-10T08:36:25,2024-01-10T08:37:43.900000,2024-01-10T08:57:12.400000,1168.5,gps_geofence,4.81,825.6,2024-01-10T08:36:25,Gurugram,DLF The Crest,Sector 43,Gurugram-DLF The Crest,Plumbing,8,2,0,clear,21.9,0.0,10.0,HIGH,7,HIGH,1.2,78.9,0.617,PASS,none,True,False
SYN-ETA-006821,2024-04-12T10:33:00,2024-04-12T10:33:04.900000,2024-04-12T10:44:32.800000,687.9,gps_geofence,1.29,421.0,2024-04-12T10:33:00,Noida,Sector 52,Sector 45,Noida-Sector 52,General Handyman,10,4,0,dust,40.2,0.0,2.5,SEVERE,8,LOW,1.0,4.9,0.77,PASS,none,True,False
SYN-ETA-006822,2024-04-07T09:47:43,2024-04-07T09:49:11.200000,2024-04-07T10:01:32.300000,741.1,gps_geofence,2.89,668.2,2024-04-07T09:47:43,Gurugram,Sector 44,Sector 51,Gurugram-Sector 44,Plumbing,9,6,1,dust,39.3,0.0,2.5,HIGH,8,HIGH,1.2,88.2,0.827,PASS,none,True,False
SYN-ETA-006823,2024-02-02T06:28:08,2024-02-02T06:28:13.500000,2024-02-02T06:42:04.100000,830.6,gps_geofence,5.82,655.1,2024-02-02T06:28:08,Gurugram,DLF The Magnolias,Sector 50,Gurugram-DLF The Magnolias,Deep Cleaning,6,4,0,partly_cloudy,10.1,0.0,8.0,MODERATE,4,LOW,1.0,5.5,0.829,PASS,none,True,False
SYN-ETA-006824,2024-01-05T09:11:41,2024-01-05T09:11:41.100000,2024-01-05T09:29:35.500000,1074.4,job_start,4.91,879.9,2024-01-05T09:11:41,Delhi,Saket,Sector 42,Delhi-Saket,Electrical,9,4,0,clear,12.2,0.0,10.0,HIGH,4,VERY_HIGH,1.5,0.1,0.766,PASS,none,True,False
SYN-ETA-006825,2024-06-22T17:55:20,2024-06-22T17:55:38.400000,2024-06-22T18:21:44.300000,1565.9,job_start,4.9,978.7,2024-06-22T17:55:20,Gurugram,Sector 43,Sector 50,Gurugram-Sector 43,Carpentry,17,5,1,rain,22.8,6.8,2.5,HIGH,7,LOW,1.0,18.4,0.889,PASS,none,True,False
SYN-ETA-006826,2024-04-03T18:23:34,2024-04-03T18:23:42.300000,2024-04-03T18:38:49.300000,907.0,gps_geofence,4.88,679.2,2024-04-03T18:23:34,Delhi,South Delhi,Sector 50,Delhi-South Delhi,Plumbing,18,2,0,dust,38.1,0.0,2.5,MODERATE,7,LOW,1.0,8.3,0.693,PASS,none,True,False
SYN-ETA-006827,2024-01-09T09:56:49,2024-01-09T09:57:06,2024-01-09T10:08:40.700000,694.7,job_start,2.47,405.5,2024-01-09T09:56:49,Gurugram,DLF The Aralias,Sector 42,Gurugram-DLF The Aralias,AC Service,9,1,0,partly_cloudy,20.6,0.0,8.0,HIGH,9,LOW,1.0,17.0,0.897,PASS,none,True,False
SYN-ETA-006828,2024-06-23T07:48:13,2024-06-23T07:48:21.100000,2024-06-23T08:09:45.700000,1284.6,gps_geofence,3.85,821.0,2024-06-23T07:48:13,Noida,Sector 62,Sector 45,Noida-Sector 62,Plumbing,7,6,1,heavy_rain,29.2,0.6,2.5,HIGH,4,NORMAL,1.0,8.1,0.647,PASS,none,True,False
SYN-ETA-006829,2024-06-03T08:12:21,2024-06-03T08:12:30.900000,2024-06-03T08:45:46.500000,1995.6,gps_geofence,6.45,1255.8,2024-06-03T08:12:21,Noida,Sector 62,Sector 50,Noida-Sector 62,Appliance Repair,8,0,0,rain,31.9,12.7,2.5,HIGH,6,NORMAL,1.0,9.9,0.909,PASS,none,True,False
SYN-ETA-006830,2024-02-01T17:09:17,2024-02-01T17:09:24.200000,2024-02-01T17:34:24.900000,1500.7,gps_geofence,3.92,870.1,2024-02-01T17:09:17,Gurugram,DLF The Magnolias,Sector 75,Gurugram-DLF The Magnolias,Cleaning,17,3,0,fog,24.7,0.0,2.5,HIGH,6,NORMAL,1.0,7.2,0.707,PASS,none,True,False
SYN-ETA-006831,2024-06-27T20:34:45,2024-06-27T20:34:49.400000,2024-06-27T20:51:31.800000,1002.4,gps_geofence,3.37,609.0,2024-06-27T20:34:45,Gurugram,Sushant Lok,Sector 55,Gurugram-Sushant Lok,Appliance Repair,20,3,0,cloudy,29.5,0.0,8.0,HIGH,3,VERY_HIGH,1.5,4.4,0.771,PASS,none,True,False
SYN-ETA-006832,2024-04-23T16:56:21,2024-04-23T16:56:33.500000,2024-04-23T17:03:04,390.5,gps_geofence,3.88,365.0,2024-04-23T16:56:21,Gurugram,Golf Course Road,Sector 42,Gurugram-Golf Course Road,Deep Cleaning,16,1,0,partly_cloudy,40.8,0.0,8.0,LOW,12,LOW,1.0,12.5,0.757,PASS,none,True,False
SYN-ETA-006833,2024-03-27T19:03:31,2024-03-27T19:03:48.500000,2024-03-27T19:32:21.700000,1713.2,gps_geofence,5.54,1190.1,2024-03-27T19:03:31,Gurugram,Sector 42,Sector 52,Gurugram-Sector 42,Cleaning,19,2,0,dust,38.4,0.0,2.5,HIGH,10,HIGH,1.2,17.5,0.751,PASS,none,True,False
SYN-ETA-006834,2024-03-09T18:41:54,2024-03-09T18:42:03.700000,2024-03-09T19:17:20.200000,2116.5,gps_geofence,3.98,1446.9,2024-03-09T18:41:54,Gurugram,DLF The Camellias,Sector 45,Gurugram-DLF The Camellias,Beauty/Salon,18,5,1,dust,36.6,0.0,2.5,SEVERE,5,VERY_HIGH,1.5,9.7,0.845,PASS,none,True,False
SYN-ETA-006835,2024-01-09T18:15:04,2024-01-09T18:15:29.900000,2024-01-09T18:30:12.700000,882.8,gps_geofence,2.23,704.6,2024-01-09T18:15:04,Delhi,Saket,Sector 75,Delhi-Saket,Plumbing,18,1,0,clear,13.7,0.0,10.0,SEVERE,8,HIGH,1.2,25.9,0.898,PASS,none,True,False
SYN-ETA-006836,2024-02-14T18:29:44,2024-02-14T18:29:44.200000,2024-02-14T18:44:38.700000,894.5,gps_geofence,6.12,761.8,2024-02-14T18:29:44,Noida,Sector 44,Sector 44,Noida-Sector 44,General Handyman,18,2,0,partly_cloudy,22.0,0.0,8.0,MODERATE,5,LOW,1.0,0.2,0.932,PASS,none,True,False
SYN-ETA-006837,2024-05-20T19:09:25,2024-05-20T19:09:30.700000,2024-05-20T19:28:44,1153.3,job_start,2.52,748.9,2024-05-20T19:09:25,Delhi,Sunder Nagar,Sector 51,Delhi-Sunder Nagar,Electrical,19,0,0,clear,44.4,0.0,10.0,SEVERE,9,NORMAL,1.0,5.7,0.861,PASS,none,True,False
SYN-ETA-006838,2024-04-04T08:20:55,2024-04-04T08:21:06.200000,2024-04-04T08:32:13.200000,667.0,gps_geofence,4.76,570.0,2024-04-04T08:20:55,Delhi,Saket,Sector 51,Delhi-Saket,Electrical,8,3,0,clear,37.3,0.0,10.0,MODERATE,7,NORMAL,1.0,11.2,0.959,PASS,none,True,False
SYN-ETA-006839,2024-03-20T19:01:51,2024-03-20T19:01:57.500000,2024-03-20T19:41:48.800000,2391.3,gps_geofence,5.21,1621.2,2024-03-20T19:01:51,Delhi,Defence Colony,Sector 44,Delhi-Defence Colony,Cleaning,19,2,0,partly_cloudy,35.5,0.0,8.0,SEVERE,5,NORMAL,1.0,6.5,0.729,PASS,none,True,False
SYN-ETA-006840,2024-03-28T20:35:58,2024-03-28T20:36:49.400000,2024-03-28T21:09:39.100000,1969.7,gps_geofence,6.43,1383.6,2024-03-28T20:35:58,Gurugram,DLF The Aralias,Sector 43,Gurugram-DLF The Aralias,Pest Control,20,3,0,dust,35.5,0.0,2.5,HIGH,8,HIGH,1.2,51.4,0.775,PASS,none,True,False
SYN-ETA-006841,2024-04-19T09:25:11,2024-04-19T09:25:27,2024-04-19T09:55:14.100000,1787.1,gps_geofence,6.04,1387.9,2024-04-19T09:25:11,Noida,Sector 104,Sector 62,Noida-Sector 104,Plumbing,9,4,0,dust,32.2,0.0,2.5,HIGH,4,NORMAL,1.0,16.0,0.991,PASS,none,True,False
SYN-ETA-006842,2024-02-16T11:19:43,2024-02-16T11:19:54.600000,2024-02-16T11:30:40.100000,645.5,gps_geofence,2.71,510.0,2024-02-16T11:19:43,Gurugram,DLF Park Place,Sector 45,Gurugram-DLF Park Place,Carpentry,11,4,0,partly_cloudy,17.6,0.0,8.0,HIGH,11,NORMAL,1.0,11.6,0.852,PASS,none,True,False
SYN-ETA-006843,2024-06-27T16:17:13,2024-06-27T16:17:35.300000,2024-06-27T16:30:50.200000,794.9,gps_geofence,2.34,510.1,2024-06-27T16:17:13,Gurugram,DLF Park Place,Sector 44,Gurugram-DLF Park Place,General Handyman,16,3,0,heavy_rain,30.7,2.3,2.5,HIGH,10,HIGH,1.2,22.3,0.888,PASS,none,True,False
SYN-ETA-006844,2024-05-27T10:35:31,2024-05-27T10:35:39.300000,2024-05-27T10:57:23.900000,1304.6,gps_geofence,5.36,1229.7,2024-05-27T10:35:31,Gurugram,Sector 42,Sector 75,Gurugram-Sector 42,General Handyman,10,0,0,dust,40.5,0.0,2.5,HIGH,8,LOW,1.0,8.3,0.841,PASS,none,True,False
SYN-ETA-006845,2024-06-08T09:08:45,2024-06-08T09:09:21.300000,2024-06-08T09:41:03.800000,1902.5,job_start,3.27,1089.9,2024-06-08T09:08:45,Delhi,South Delhi,Sector 62,Delhi-South Delhi,Cleaning,9,5,1,heavy_rain,22.6,29.7,2.5,SEVERE,4,HIGH,1.2,36.3,0.835,REVIEW,extreme_conditions,True,False
SYN-ETA-006846,2024-04-17T17:25:13,2024-04-17T17:25:23.800000,2024-04-17T17:37:10,706.2,gps_geofence,4.98,567.0,2024-04-17T17:25:13,Gurugram,DLF The Belaire,Sector 55,Gurugram-DLF The Belaire,Beauty/Salon,17,2,0,clear,36.8,0.0,10.0,MODERATE,8,NORMAL,1.0,10.8,0.749,PASS,none,True,False
SYN-ETA-006847,2024-01-09T18:58:22,2024-01-09T18:58:24,2024-01-09T19:28:30.600000,1806.6,gps_geofence,4.75,1026.4,2024-01-09T18:58:22,Delhi,South Delhi,Sector 42,Delhi-South Delhi,Cleaning,18,1,0,fog,10.0,0.0,2.5,HIGH,4,LOW,1.0,2.0,0.76,PASS,none,True,False
SYN-ETA-006848,2024-06-21T09:55:48,2024-06-21T09:56:02.500000,2024-06-21T10:03:41,458.5,gps_geofence,1.47,335.1,2024-06-21T09:55:48,Delhi,Hauz Khas,Sector 51,Delhi-Hauz Khas,Cleaning,9,4,0,heavy_rain,26.8,1.6,2.5,HIGH,5,VERY_HIGH,1.5,14.5,0.799,PASS,none,True,False
SYN-ETA-006849,2024-05-17T11:32:06,2024-05-17T11:32:06.200000,2024-05-17T11:47:48.600000,942.4,gps_geofence,2.19,640.9,2024-05-17T11:32:06,Delhi,Greater Kailash,Sector 42,Delhi-Greater Kailash,General Handyman,11,4,0,clear,43.0,0.0,10.0,SEVERE,6,NORMAL,1.0,0.2,0.802,PASS,none,True,False
SYN-ETA-006850,2024-05-08T07:04:42,2024-05-08T07:05:06.400000,2024-05-08T07:19:10.700000,844.3,job_start,3.11,629.2,2024-05-08T07:04:42,Gurugram,Sector 44,Sector 43,Gurugram-Sector 44,Pest Control,7,2,0,clear,40.1,0.0,10.0,HIGH,5,NORMAL,1.0,24.4,0.727,PASS,none,True,False
SYN-ETA-006851,2024-02-20T20:11:46,2024-02-20T20:12:09.400000,2024-02-20T20:37:10.600000,1501.2,gps_geofence,2.98,966.9,2024-02-20T20:11:46,Gurugram,Golf Course Road,Sector 62,Gurugram-Golf Course Road,Deep Cleaning,20,1,0,partly_cloudy,20.6,0.0,8.0,SEVERE,4,VERY_HIGH,1.5,23.4,0.897,PASS,none,True,False
SYN-ETA-006852,2024-02-08T18:33:44,2024-02-08T18:33:48.600000,2024-02-08T18:49:25.300000,936.7,gps_geofence,4.12,721.0,2024-02-08T18:33:44,Gurugram,DLF The Camellias,Sector 75,Gurugram-DLF The Camellias,Cleaning,18,3,0,partly_cloudy,14.1,0.0,8.0,HIGH,8,LOW,1.0,4.6,0.919,PASS,none,True,False
SYN-ETA-006853,2024-06-21T10:43:25,2024-06-21T10:43:33.200000,2024-06-21T11:38:15.900000,3282.7,gps_geofence,5.69,1970.4,2024-06-21T10:43:25,Gurugram,DLF The Crest,Sector 93,Gurugram-DLF The Crest,General Handyman,10,4,0,heavy_rain,25.1,8.6,2.5,SEVERE,7,NORMAL,1.0,8.2,0.769,REVIEW,extreme_conditions,True,False
SYN-ETA-006854,2024-03-15T17:28:45,2024-03-15T17:28:46.100000,2024-03-15T17:40:48.100000,722.0,gps_geofence,2.86,491.8,2024-03-15T17:28:45,Noida,Sector 104,Sector 51,Noida-Sector 104,Appliance Repair,17,4,0,clear,43.8,0.0,10.0,HIGH,7,NORMAL,1.0,1.1,0.853,PASS,none,True,False
SYN-ETA-006855,2024-03-08T21:10:02,2024-03-08T21:10:22.500000,2024-03-08T21:27:07.300000,1004.8,gps_geofence,4.16,919.4,2024-03-08T21:10:02,Noida,Sector 104,Sector 55,Noida-Sector 104,Deep Cleaning,21,4,0,dust,38.0,0.0,2.5,HIGH,5,NORMAL,1.0,20.5,0.688,PASS,none,True,False
SYN-ETA-006856,2024-01-19T19:46:02,2024-01-19T19:46:36.900000,2024-01-19T20:23:55.400000,2238.5,gps_geofence,7.35,1518.5,2024-01-19T19:46:02,Delhi,New Friends Colony,Sector 42,Delhi-New Friends Colony,Pest Control,19,4,0,dust,12.5,0.0,2.5,HIGH,4,HIGH,1.2,34.9,0.816,PASS,none,True,False
SYN-ETA-006857,2024-01-28T16:46:30,2024-01-28T16:46:34.300000,2024-01-28T16:48:39.400000,125.1,gps_geofence,1.2,109.1,2024-01-28T16:46:30,Delhi,Vasant Kunj,Sector 51,Delhi-Vasant Kunj,Cleaning,16,6,1,partly_cloudy,8.8,0.0,8.0,LOW,6,VERY_HIGH,1.5,4.3,0.77,PASS,none,True,False
SYN-ETA-006858,2024-06-06T17:39:48,2024-06-06T17:39:52.400000,2024-06-06T17:52:49.400000,777.0,gps_geofence,3.16,686.9,2024-06-06T17:39:48,Delhi,Saket,Sector 52,Delhi-Saket,Deep Cleaning,17,3,0,rain,28.5,2.3,2.5,HIGH,10,HIGH,1.2,4.4,0.746,PASS,none,True,False
SYN-ETA-006859,2024-03-23T17:23:15,2024-03-23T17:23:15.500000,2024-03-23T17:38:07.200000,891.7,job_start,6.11,751.0,2024-03-23T17:23:15,Noida,Sector 93A,Sector 42,Noida-Sector 93A,Deep Cleaning,17,5,1,partly_cloudy,33.7,0.0,8.0,MODERATE,9,NORMAL,1.0,0.5,0.451,PASS,none,True,False
SYN-ETA-006860,2024-05-03T10:30:40,2024-05-03T10:31:25.600000,2024-05-03T10:46:10,884.4,job_start,4.05,710.5,2024-05-03T10:30:40,Delhi,South Delhi,Sector 52,Delhi-South Delhi,Cleaning,10,4,0,cloudy,35.9,0.0,8.0,HIGH,3,VERY_HIGH,1.5,45.6,0.637,PASS,none,True,False
SYN-ETA-006861,2024-01-21T09:51:24,2024-01-21T09:51:32.700000,2024-01-21T09:58:13.900000,401.2,gps_geofence,1.29,258.7,2024-01-21T09:51:24,Delhi,Chanakyapuri,Sector 93,Delhi-Chanakyapuri,AC Service,9,6,1,dust,13.6,0.0,2.5,HIGH,10,NORMAL,1.0,8.7,0.859,PASS,none,True,False
SYN-ETA-006862,2024-06-16T21:50:42,2024-06-16T21:50:55.700000,2024-06-16T22:03:38.100000,762.4,job_start,2.27,464.0,2024-06-16T21:50:42,Delhi,Vasant Vihar,Sector 52,Delhi-Vasant Vihar,Pest Control,21,6,1,heavy_rain,24.0,1.1,2.5,HIGH,5,LOW,1.0,13.7,0.962,PASS,none,True,False
SYN-ETA-006863,2024-06-15T09:53:32,2024-06-15T09:53:36.400000,2024-06-15T09:57:45.900000,249.5,gps_geofence,0.93,178.0,2024-06-15T09:53:32,Noida,Sector 50,Sector 75,Noida-Sector 50,Cleaning,9,5,1,rain,24.5,8.7,2.5,HIGH,5,VERY_HIGH,1.5,4.4,0.686,PASS,none,True,False
SYN-ETA-006864,2024-06-03T19:09:08,2024-06-03T19:09:11.800000,2024-06-03T19:18:44.500000,572.7,job_start,3.68,422.3,2024-06-03T19:09:08,Noida,Sector 93A,Sector 50,Noida-Sector 93A,Cleaning,19,0,0,cloudy,30.3,0.0,8.0,MODERATE,8,LOW,1.0,3.8,0.844,PASS,none,True,False
SYN-ETA-006865,2024-01-16T09:11:30,2024-01-16T09:11:48.300000,2024-01-16T09:30:35.700000,1127.4,gps_geofence,4.56,861.4,2024-01-16T09:11:30,Noida,Sector 100,Sector 75,Noida-Sector 100,Deep Cleaning,9,1,0,clear,24.0,0.0,10.0,HIGH,5,NORMAL,1.0,18.3,0.881,PASS,none,True,False
SYN-ETA-006866,2024-06-23T09:38:05,2024-06-23T09:38:09.400000,2024-06-23T09:45:44.700000,455.3,job_start,1.59,296.2,2024-06-23T09:38:05,Gurugram,Sector 42,Sector 45,Gurugram-Sector 42,Electrical,9,6,1,cloudy,26.7,0.0,8.0,HIGH,8,NORMAL,1.0,4.4,0.639,PASS,none,True,False
